theme0,theme1,theme2,theme3,theme4,species,leading_species,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100
?,?,2402002,?,2422172,softwood,softwood,0.0,0.0,0.0,7.0,17.0,42.0,81.0,125.0,168.0,218.0,257.0,289.0,317.0,339.0,358.0,374.0,386.0,396.0,404.0,412.0,418.0,423.0,427.0,430.0,433.0,435.0,437.0,438.0,439.0,440.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0
?,?,2403002,?,2423172,softwood,softwood,0.0,0.0,0.0,15.0,42.0,108.0,187.0,266.0,339.0,415.0,472.0,513.0,549.0,575.0,597.0,615.0,629.0,639.0,647.0,654.0,660.0,664.0,668.0,671.0,673.0,675.0,677.0,678.0,679.0,680.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0,681.0
?,?,2402003,?,2422173,softwood,softwood,0.0,0.0,0.0,0.0,3.0,11.0,32.0,62.0,97.0,141.0,181.0,218.0,254.0,286.0,317.0,344.0,369.0,392.0,412.0,430.0,446.0,462.0,476.0,489.0,500.0,511.0,520.0,529.0,537.0,545.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0,552.0
?,?,2403003,?,2423173,softwood,softwood,0.0,0.0,0.0,1.0,11.0,44.0,95.0,157.0,220.0,288.0,345.0,395.0,438.0,476.0,509.0,537.0,564.0,586.0,606.0,623.0,639.0,654.0,666.0,678.0,689.0,700.0,709.0,717.0,725.0,732.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
?,?,2402004,?,2422174,softwood,softwood,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,37.0,58.0,82.0,108.0,134.0,161.0,187.0,212.0,235.0,257.0,277.0,296.0,313.0,329.0,344.0,357.0,369.0,381.0,391.0,400.0,409.0,417.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0
?,?,2403004,?,2423174,softwood,softwood,0.0,0.0,0.0,0.0,2.0,8.0,24.0,48.0,79.0,112.0,149.0,185.0,221.0,255.0,287.0,317.0,344.0,370.0,393.0,415.0,435.0,452.0,469.0,484.0,497.0,509.0,520.0,530.0,539.0,547.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0
?,?,2401007,?,2421177,softwood,softwood,0.0,0.0,0.0,0.0,3.0,14.0,37.0,68.0,103.0,146.0,184.0,218.0,250.0,279.0,305.0,329.0,350.0,369.0,387.0,402.0,416.0,429.0,441.0,451.0,461.0,470.0,479.0,486.0,493.0,499.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0
?,?,2402007,?,2422177,softwood,softwood,0.0,0.0,0.0,1.0,8.0,34.0,76.0,124.0,175.0,229.0,275.0,315.0,350.0,380.0,407.0,431.0,452.0,470.0,487.0,502.0,515.0,526.0,537.0,547.0,556.0,564.0,571.0,578.0,585.0,591.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0,597.0
?,?,2403007,?,2423177,softwood,softwood,0.0,0.0,0.0,3.0,30.0,91.0,168.0,246.0,319.0,390.0,446.0,492.0,531.0,565.0,594.0,618.0,640.0,659.0,676.0,692.0,706.0,716.0,725.0,734.0,743.0,751.0,758.0,764.0,769.0,773.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
?,?,2402000,?,2422210,softwood,softwood,0.0,0.0,0.0,0.0,3.0,14.0,35.0,65.0,99.0,134.0,169.0,201.0,232.0,259.0,284.0,307.0,327.0,345.0,361.0,376.0,390.0,402.0,413.0,423.0,433.0,441.0,449.0,456.0,463.0,469.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
?,?,2403000,?,2423210,softwood,softwood,0.0,0.0,0.0,2.0,14.0,48.0,97.0,152.0,207.0,258.0,304.0,344.0,379.0,410.0,436.0,460.0,480.0,499.0,515.0,529.0,542.0,553.0,564.0,573.0,581.0,589.0,597.0,603.0,609.0,614.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0,619.0
?,?,2403001,?,2423211,softwood,softwood,0.0,0.0,0.0,0.0,1.0,3.0,9.0,23.0,42.0,66.0,93.0,122.0,152.0,182.0,211.0,238.0,264.0,289.0,311.0,332.0,351.0,369.0,385.0,400.0,414.0,427.0,438.0,448.0,458.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
?,?,2401002,?,2421212,softwood,softwood,0.0,0.0,0.0,3.0,11.0,19.0,36.0,60.0,85.0,111.0,135.0,156.0,176.0,193.0,208.0,220.0,231.0,240.0,248.0,254.0,259.0,264.0,268.0,271.0,273.0,276.0,277.0,279.0,280.0,281.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0
?,?,2402002,?,2422212,softwood,softwood,0.0,0.0,0.0,7.0,19.0,44.0,83.0,127.0,171.0,212.0,248.0,279.0,306.0,328.0,346.0,361.0,373.0,383.0,391.0,398.0,404.0,408.0,412.0,416.0,418.0,420.0,422.0,423.0,424.0,425.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0
?,?,2403002,?,2423212,softwood,softwood,0.0,0.0,0.0,16.0,49.0,116.0,195.0,275.0,348.0,413.0,466.0,507.0,543.0,568.0,590.0,607.0,621.0,631.0,639.0,645.0,651.0,656.0,660.0,663.0,665.0,667.0,668.0,670.0,671.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0,672.0
?,?,2402003,?,2422213,softwood,softwood,0.0,0.0,0.0,0.0,3.0,12.0,32.0,62.0,98.0,136.0,175.0,212.0,247.0,279.0,310.0,337.0,361.0,384.0,404.0,422.0,439.0,454.0,468.0,481.0,492.0,503.0,513.0,522.0,530.0,538.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0,545.0
?,?,2403003,?,2423213,softwood,softwood,0.0,0.0,0.0,1.0,13.0,46.0,98.0,160.0,222.0,283.0,337.0,387.0,430.0,467.0,500.0,529.0,555.0,578.0,598.0,615.0,631.0,645.0,658.0,670.0,681.0,691.0,700.0,708.0,716.0,722.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0
?,?,2402004,?,2422214,softwood,softwood,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,37.0,58.0,82.0,108.0,134.0,161.0,187.0,212.0,235.0,257.0,277.0,296.0,313.0,329.0,344.0,357.0,369.0,381.0,391.0,400.0,409.0,417.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0
?,?,2403004,?,2423214,softwood,softwood,0.0,0.0,0.0,0.0,2.0,8.0,24.0,48.0,79.0,112.0,149.0,185.0,221.0,255.0,287.0,317.0,344.0,370.0,393.0,415.0,435.0,452.0,469.0,484.0,497.0,509.0,520.0,530.0,539.0,547.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0
?,?,2401007,?,2421217,softwood,softwood,0.0,0.0,0.0,0.0,3.0,15.0,37.0,68.0,104.0,141.0,177.0,212.0,244.0,272.0,299.0,322.0,343.0,362.0,380.0,395.0,409.0,422.0,434.0,445.0,455.0,463.0,472.0,479.0,486.0,492.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0
?,?,2402007,?,2422217,softwood,softwood,0.0,0.0,0.0,1.0,9.0,36.0,78.0,126.0,177.0,225.0,269.0,308.0,343.0,373.0,400.0,424.0,445.0,463.0,480.0,495.0,508.0,520.0,530.0,540.0,549.0,557.0,565.0,571.0,577.0,583.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0,589.0
?,?,2403007,?,2423217,softwood,softwood,0.0,0.0,0.0,3.0,34.0,97.0,174.0,253.0,326.0,389.0,443.0,490.0,528.0,562.0,591.0,615.0,638.0,657.0,673.0,689.0,703.0,713.0,722.0,731.0,740.0,748.0,755.0,761.0,766.0,770.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0
?,?,2402000,?,2422220,softwood,softwood,0.0,0.0,0.0,0.0,3.0,16.0,38.0,68.0,101.0,137.0,171.0,204.0,235.0,262.0,287.0,310.0,330.0,348.0,364.0,379.0,393.0,405.0,416.0,426.0,435.0,444.0,452.0,459.0,465.0,471.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0,477.0
?,?,2403000,?,2423220,softwood,softwood,0.0,0.0,0.0,2.0,14.0,52.0,103.0,158.0,213.0,265.0,311.0,351.0,386.0,417.0,443.0,467.0,487.0,506.0,522.0,536.0,548.0,560.0,571.0,580.0,589.0,597.0,605.0,612.0,618.0,623.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0
?,?,2403001,?,2423221,softwood,softwood,0.0,0.0,0.0,0.0,1.0,3.0,9.0,23.0,42.0,66.0,93.0,122.0,152.0,182.0,211.0,238.0,264.0,289.0,311.0,332.0,351.0,369.0,385.0,400.0,414.0,427.0,438.0,448.0,458.0,466.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0
?,?,2401002,?,2421222,softwood,softwood,0.0,0.0,0.0,3.0,11.0,19.0,37.0,61.0,86.0,112.0,136.0,158.0,177.0,194.0,209.0,222.0,232.0,241.0,249.0,256.0,261.0,266.0,269.0,272.0,275.0,277.0,279.0,280.0,282.0,283.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0
?,?,2402002,?,2422222,softwood,softwood,0.0,0.0,0.0,7.0,18.0,49.0,89.0,133.0,176.0,217.0,254.0,286.0,313.0,335.0,354.0,370.0,382.0,392.0,400.0,407.0,413.0,418.0,422.0,425.0,428.0,430.0,432.0,433.0,434.0,435.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0
?,?,2403002,?,2423222,softwood,softwood,0.0,0.0,0.0,15.0,48.0,125.0,207.0,287.0,363.0,429.0,485.0,526.0,564.0,592.0,614.0,633.0,648.0,659.0,667.0,674.0,679.0,684.0,688.0,691.0,694.0,696.0,698.0,699.0,700.0,701.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0,702.0
?,?,2402003,?,2422223,softwood,softwood,0.0,0.0,0.0,0.0,3.0,13.0,34.0,64.0,100.0,138.0,177.0,214.0,250.0,282.0,312.0,340.0,364.0,387.0,407.0,425.0,442.0,457.0,471.0,484.0,495.0,506.0,516.0,525.0,533.0,541.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0,548.0
?,?,2403003,?,2423223,softwood,softwood,0.0,0.0,0.0,1.0,13.0,52.0,105.0,167.0,230.0,290.0,345.0,395.0,438.0,476.0,509.0,538.0,564.0,587.0,606.0,623.0,639.0,654.0,666.0,678.0,689.0,700.0,709.0,718.0,725.0,732.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
?,?,2402004,?,2422224,softwood,softwood,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,37.0,58.0,82.0,108.0,134.0,161.0,187.0,212.0,235.0,257.0,277.0,296.0,313.0,329.0,344.0,357.0,369.0,381.0,391.0,400.0,409.0,417.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0
?,?,2403004,?,2423224,softwood,softwood,0.0,0.0,0.0,0.0,2.0,8.0,24.0,48.0,79.0,112.0,149.0,185.0,221.0,255.0,287.0,317.0,344.0,370.0,393.0,415.0,435.0,452.0,469.0,484.0,497.0,509.0,520.0,530.0,539.0,547.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0,554.0
